menu_item,category_item,class_item,,month ,year,month ,year
Baked Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,
Fresh Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken Extra Crispy,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken No Mayo,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken Extra Cheese,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken Spicy,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken Mild,Fried Chicken,Chicken,,,,,
Hot & Spicy Fried Chicken BBQ,Fried Chicken,Chicken,,,,,
4-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,,,,,
6-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,,,,,
4-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,,,,,
6-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,,,,,
4-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,,,,,
6-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Extra Large,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken King Size,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Family Size,Fried Chicken,Chicken,,,,,
4-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
6-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
8-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
10-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
12-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
15-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
20-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Combo,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Value Meal,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Deluxe Meal,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Family Meal,Fried Chicken,Chicken,,,,,
Grilled Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Fried Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Baked Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Fresh Zinger Fried Chicken,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Extra Crispy,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken No Mayo,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Extra Cheese,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Spicy,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken Mild,Fried Chicken,Chicken,,,,,
Zinger Fried Chicken BBQ,Fried Chicken,Chicken,,,,,
4-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,
6-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,
4-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,
6-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,
4-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,
6-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,
Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Extra Large,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger King Size,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Family Size,Chicken Burger,Chicken,,,,,
4-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
6-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
8-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
10-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
12-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
15-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
20-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Combo,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Value Meal,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Deluxe Meal,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Family Meal,Chicken Burger,Chicken,,,,,
Grilled Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Fried Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Baked Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Fresh Zinger Chicken Burger,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Extra Crispy,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger No Mayo,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Extra Cheese,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Spicy,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger Mild,Chicken Burger,Chicken,,,,,
Zinger Chicken Burger BBQ,Chicken Burger,Chicken,,,,,
4-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,
6-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,
4-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,
6-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,
4-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,
6-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Small,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Medium,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Large,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Extra Large,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger King Size,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Family Size,Chicken Burger,Chicken,,,,,
4-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
6-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
8-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
10-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
12-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
15-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
20-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Combo,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Value Meal,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Deluxe Meal,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Family Meal,Chicken Burger,Chicken,,,,,
Grilled Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Fried Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Baked Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Fresh Fillet Chicken Burger,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Extra Crispy,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger No Mayo,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Extra Cheese,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Spicy,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger Mild,Chicken Burger,Chicken,,,,,
Fillet Chicken Burger BBQ,Chicken Burger,Chicken,,,,,
4-piece Fillet Chicken Burger Small,Chicken Burger,Chicken,,,,,
6-piece Fillet Chicken Burger Small,Chicken Burger,Chicken,,,,,
4-piece Fillet Chicken Burger Medium,Chicken Burger,Chicken,,,,,
6-piece Fillet Chicken Burger Medium,Chicken Burger,Chicken,,,,,
4-piece Fillet Chicken Burger Large,Chicken Burger,Chicken,,,,,
6-piece Fillet Chicken Burger Large,Chicken Burger,Chicken,,,,,
Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Small,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Medium,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Large,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Extra Large,Chicken Burger,Chicken,,,,,
Tower Chicken Burger King Size,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Family Size,Chicken Burger,Chicken,,,,,
4-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
6-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
8-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
10-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
12-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
15-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
20-piece Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Combo,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Value Meal,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Deluxe Meal,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Family Meal,Chicken Burger,Chicken,,,,,
Grilled Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Fried Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Baked Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Fresh Tower Chicken Burger,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Extra Crispy,Chicken Burger,Chicken,,,,,
Tower Chicken Burger No Mayo,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Extra Cheese,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Spicy,Chicken Burger,Chicken,,,,,
Tower Chicken Burger Mild,Chicken Burger,Chicken,,,,,
Tower Chicken Burger BBQ,Chicken Burger,Chicken,,,,,
4-piece Tower Chicken Burger Small,Chicken Burger,Chicken,,,,,
6-piece Tower Chicken Burger Small,Chicken Burger,Chicken,,,,,
4-piece Tower Chicken Burger Medium,Chicken Burger,Chicken,,,,,
6-piece Tower Chicken Burger Medium,Chicken Burger,Chicken,,,,,
4-piece Tower Chicken Burger Large,Chicken Burger,Chicken,,,,,
6-piece Tower Chicken Burger Large,Chicken Burger,Chicken,,,,,
Hot Wings Wings,Wings,Chicken,,,,,
Hot Wings Wings Small,Wings,Chicken,,,,,
Hot Wings Wings Medium,Wings,Chicken,,,,,
Hot Wings Wings Large,Wings,Chicken,,,,,
Hot Wings Wings Extra Large,Wings,Chicken,,,,,
Hot Wings Wings King Size,Wings,Chicken,,,,,
Hot Wings Wings Family Size,Wings,Chicken,,,,,
4-piece Hot Wings Wings,Wings,Chicken,,,,,
6-piece Hot Wings Wings,Wings,Chicken,,,,,
8-piece Hot Wings Wings,Wings,Chicken,,,,,
10-piece Hot Wings Wings,Wings,Chicken,,,,,
12-piece Hot Wings Wings,Wings,Chicken,,,,,
15-piece Hot Wings Wings,Wings,Chicken,,,,,
20-piece Hot Wings Wings,Wings,Chicken,,,,,
Hot Wings Wings Combo,Wings,Chicken,,,,,
Hot Wings Wings Value Meal,Wings,Chicken,,,,,
Hot Wings Wings Deluxe Meal,Wings,Chicken,,,,,
Hot Wings Wings Family Meal,Wings,Chicken,,,,,
Grilled Hot Wings Wings,Wings,Chicken,,,,,
Fried Hot Wings Wings,Wings,Chicken,,,,,
Baked Hot Wings Wings,Wings,Chicken,,,,,
Fresh Hot Wings Wings,Wings,Chicken,,,,,
Hot Wings Wings Extra Crispy,Wings,Chicken,,,,,
Hot Wings Wings No Mayo,Wings,Chicken,,,,,
Hot Wings Wings Extra Cheese,Wings,Chicken,,,,,
Hot Wings Wings Spicy,Wings,Chicken,,,,,
Hot Wings Wings Mild,Wings,Chicken,,,,,
Hot Wings Wings BBQ,Wings,Chicken,,,,,
4-piece Hot Wings Wings Small,Wings,Chicken,,,,,
6-piece Hot Wings Wings Small,Wings,Chicken,,,,,
4-piece Hot Wings Wings Medium,Wings,Chicken,,,,,
6-piece Hot Wings Wings Medium,Wings,Chicken,,,,,
4-piece Hot Wings Wings Large,Wings,Chicken,,,,,
6-piece Hot Wings Wings Large,Wings,Chicken,,,,,
Boneless Wings,Wings,Chicken,,,,,
Boneless Wings Small,Wings,Chicken,,,,,
Boneless Wings Medium,Wings,Chicken,,,,,
Boneless Wings Large,Wings,Chicken,,,,,
Boneless Wings Extra Large,Wings,Chicken,,,,,
Boneless Wings King Size,Wings,Chicken,,,,,
Boneless Wings Family Size,Wings,Chicken,,,,,
4-piece Boneless Wings,Wings,Chicken,,,,,
6-piece Boneless Wings,Wings,Chicken,,,,,
8-piece Boneless Wings,Wings,Chicken,,,,,
10-piece Boneless Wings,Wings,Chicken,,,,,
12-piece Boneless Wings,Wings,Chicken,,,,,
15-piece Boneless Wings,Wings,Chicken,,,,,
20-piece Boneless Wings,Wings,Chicken,,,,,
Boneless Wings Combo,Wings,Chicken,,,,,
Boneless Wings Value Meal,Wings,Chicken,,,,,
Boneless Wings Deluxe Meal,Wings,Chicken,,,,,
Boneless Wings Family Meal,Wings,Chicken,,,,,
Grilled Boneless Wings,Wings,Chicken,,,,,
Fried Boneless Wings,Wings,Chicken,,,,,
Baked Boneless Wings,Wings,Chicken,,,,,
Fresh Boneless Wings,Wings,Chicken,,,,,
Boneless Wings Extra Crispy,Wings,Chicken,,,,,
Boneless Wings No Mayo,Wings,Chicken,,,,,
Boneless Wings Extra Cheese,Wings,Chicken,,,,,
Boneless Wings Spicy,Wings,Chicken,,,,,
Boneless Wings Mild,Wings,Chicken,,,,,
Boneless Wings BBQ,Wings,Chicken,,,,,
4-piece Boneless Wings Small,Wings,Chicken,,,,,
6-piece Boneless Wings Small,Wings,Chicken,,,,,
4-piece Boneless Wings Medium,Wings,Chicken,,,,,
6-piece Boneless Wings Medium,Wings,Chicken,,,,,
4-piece Boneless Wings Large,Wings,Chicken,,,,,
6-piece Boneless Wings Large,Wings,Chicken,,,,,
Drumettes Wings,Wings,Chicken,,,,,
Drumettes Wings Small,Wings,Chicken,,,,,
Drumettes Wings Medium,Wings,Chicken,,,,,
Drumettes Wings Large,Wings,Chicken,,,,,
Drumettes Wings Extra Large,Wings,Chicken,,,,,
Drumettes Wings King Size,Wings,Chicken,,,,,
Drumettes Wings Family Size,Wings,Chicken,,,,,
4-piece Drumettes Wings,Wings,Chicken,,,,,
6-piece Drumettes Wings,Wings,Chicken,,,,,
8-piece Drumettes Wings,Wings,Chicken,,,,,
10-piece Drumettes Wings,Wings,Chicken,,,,,
12-piece Drumettes Wings,Wings,Chicken,,,,,
15-piece Drumettes Wings,Wings,Chicken,,,,,
20-piece Drumettes Wings,Wings,Chicken,,,,,
Drumettes Wings Combo,Wings,Chicken,,,,,
Drumettes Wings Value Meal,Wings,Chicken,,,,,
Drumettes Wings Deluxe Meal,Wings,Chicken,,,,,
Drumettes Wings Family Meal,Wings,Chicken,,,,,
Grilled Drumettes Wings,Wings,Chicken,,,,,
Fried Drumettes Wings,Wings,Chicken,,,,,
Baked Drumettes Wings,Wings,Chicken,,,,,
Fresh Drumettes Wings,Wings,Chicken,,,,,
Drumettes Wings Extra Crispy,Wings,Chicken,,,,,
Drumettes Wings No Mayo,Wings,Chicken,,,,,
Drumettes Wings Extra Cheese,Wings,Chicken,,,,,
Drumettes Wings Spicy,Wings,Chicken,,,,,
Drumettes Wings Mild,Wings,Chicken,,,,,
Drumettes Wings BBQ,Wings,Chicken,,,,,
4-piece Drumettes Wings Small,Wings,Chicken,,,,,
6-piece Drumettes Wings Small,Wings,Chicken,,,,,
4-piece Drumettes Wings Medium,Wings,Chicken,,,,,
6-piece Drumettes Wings Medium,Wings,Chicken,,,,,
4-piece Drumettes Wings Large,Wings,Chicken,,,,,
6-piece Drumettes Wings Large,Wings,Chicken,,,,,
Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Extra Large,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken King Size,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Family Size,Popcorn Chicken,Chicken,,,,,
4-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
6-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
8-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
10-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
12-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
15-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
20-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Combo,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Value Meal,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Deluxe Meal,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Family Meal,Popcorn Chicken,Chicken,,,,,
Grilled Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fried Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Baked Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fresh Regular Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Extra Crispy,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken No Mayo,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Extra Cheese,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Spicy,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken Mild,Popcorn Chicken,Chicken,,,,,
Regular Popcorn Chicken BBQ,Popcorn Chicken,Chicken,,,,,
4-piece Regular Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
6-piece Regular Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
4-piece Regular Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
6-piece Regular Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
4-piece Regular Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
6-piece Regular Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Extra Large,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken King Size,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Family Size,Popcorn Chicken,Chicken,,,,,
4-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
6-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
8-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
10-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
12-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
15-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
20-piece Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Combo,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Value Meal,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Deluxe Meal,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Family Meal,Popcorn Chicken,Chicken,,,,,
Grilled Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fried Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Baked Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fresh Large Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Extra Crispy,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken No Mayo,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Extra Cheese,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Spicy,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken Mild,Popcorn Chicken,Chicken,,,,,
Large Popcorn Chicken BBQ,Popcorn Chicken,Chicken,,,,,
4-piece Large Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
6-piece Large Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
4-piece Large Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
6-piece Large Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
4-piece Large Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
6-piece Large Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Extra Large,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken King Size,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Family Size,Popcorn Chicken,Chicken,,,,,
4-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
6-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
8-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
10-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
12-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
15-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
20-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Combo,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Value Meal,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Deluxe Meal,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Family Meal,Popcorn Chicken,Chicken,,,,,
Grilled Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fried Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Baked Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Fresh Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Extra Crispy,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken No Mayo,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Extra Cheese,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Spicy,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken Mild,Popcorn Chicken,Chicken,,,,,
Spicy Popcorn Chicken BBQ,Popcorn Chicken,Chicken,,,,,
4-piece Spicy Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
6-piece Spicy Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,
4-piece Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
6-piece Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,
4-piece Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
6-piece Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,
Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,
4-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
6-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
8-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
10-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
12-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
15-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
20-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,
Spicy Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,
