menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code,final_unique_code
8-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,8OCF,CF,CH,8OCFCFCH
10-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,1OCF,CF,CH,1OCFCFCH
12-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,1OCF,CF,CH,1OCFCFCH
15-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,1OCF,CF,CH,1OCFCFCH
20-piece Original Chicken Fries,Chicken Fries,Chicken,,,,,2OCF,CF,CH,2OCFCFCH
Original Chicken Fries Combo,Chicken Fries,Chicken,,,,,OCFC,CF,CH,OCFCCFCH
Original Chicken Fries Value Meal,Chicken Fries,Chicken,,,,,OCFVM,CF,CH,OCFVMCFCH
Original Chicken Fries Deluxe Meal,Chicken Fries,Chicken,,,,,OCFDM,CF,CH,OCFDMCFCH
Original Chicken Fries Family Meal,Chicken Fries,Chicken,,,,,OCFFM,CF,CH,OCFFMCFCH
Grilled Original Chicken Fries,Chicken Fries,Chicken,,,,,GOCF,CF,CH,GOCFCFCH
Fried Original Chicken Fries,Chicken Fries,Chicken,,,,,FOCF,CF,CH,FOCFCFCH
Baked Original Chicken Fries,Chicken Fries,Chicken,,,,,BOCF,CF,CH,BOCFCFCH
Fresh Original Chicken Fries,Chicken Fries,Chicken,,,,,FOCF,CF,CH,FOCFCFCH
Original Chicken Fries Extra Crispy,Chicken Fries,Chicken,,,,,OCFEC,CF,CH,OCFECCFCH
Original Chicken Fries No Mayo,Chicken Fries,Chicken,,,,,OCFNM,CF,CH,OCFNMCFCH
Original Chicken Fries Extra Cheese,Chicken Fries,Chicken,,,,,OCFEC,CF,CH,OCFECCFCH
Original Chicken Fries Spicy,Chicken Fries,Chicken,,,,,OCFS,CF,CH,OCFSCFCH
Original Chicken Fries Mild,Chicken Fries,Chicken,,,,,OCFM,CF,CH,OCFMCFCH
Original Chicken Fries BBQ,Chicken Fries,Chicken,,,,,OCFB,CF,CH,OCFBCFCH
4-piece Original Chicken Fries Small,Chicken Fries,Chicken,,,,,4OCFS,CF,CH,4OCFSCFCH
6-piece Original Chicken Fries Small,Chicken Fries,Chicken,,,,,6OCFS,CF,CH,6OCFSCFCH
4-piece Original Chicken Fries Medium,Chicken Fries,Chicken,,,,,4OCFM,CF,CH,4OCFMCFCH
6-piece Original Chicken Fries Medium,Chicken Fries,Chicken,,,,,6OCFM,CF,CH,6OCFMCFCH
4-piece Original Chicken Fries Large,Chicken Fries,Chicken,,,,,4OCFL,CF,CH,4OCFLCFCH
6-piece Original Chicken Fries Large,Chicken Fries,Chicken,,,,,6OCFL,CF,CH,6OCFLCFCH
Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,BCF,CF,CH,BCFCFCH
Buffalo Chicken Fries Small,Chicken Fries,Chicken,,,,,BCFS,CF,CH,BCFSCFCH
Buffalo Chicken Fries Medium,Chicken Fries,Chicken,,,,,BCFM,CF,CH,BCFMCFCH
Buffalo Chicken Fries Large,Chicken Fries,Chicken,,,,,BCFL,CF,CH,BCFLCFCH
Buffalo Chicken Fries Extra Large,Chicken Fries,Chicken,,,,,BCFEL,CF,CH,BCFELCFCH
Buffalo Chicken Fries King Size,Chicken Fries,Chicken,,,,,BCFKS,CF,CH,BCFKSCFCH
Buffalo Chicken Fries Family Size,Chicken Fries,Chicken,,,,,BCFFS,CF,CH,BCFFSCFCH
4-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,4BCF,CF,CH,4BCFCFCH
6-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,6BCF,CF,CH,6BCFCFCH
8-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,8BCF,CF,CH,8BCFCFCH
10-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,1BCF,CF,CH,1BCFCFCH
12-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,1BCF,CF,CH,1BCFCFCH
15-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,1BCF,CF,CH,1BCFCFCH
20-piece Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,2BCF,CF,CH,2BCFCFCH
Buffalo Chicken Fries Combo,Chicken Fries,Chicken,,,,,BCFC,CF,CH,BCFCCFCH
Buffalo Chicken Fries Value Meal,Chicken Fries,Chicken,,,,,BCFVM,CF,CH,BCFVMCFCH
Buffalo Chicken Fries Deluxe Meal,Chicken Fries,Chicken,,,,,BCFDM,CF,CH,BCFDMCFCH
Buffalo Chicken Fries Family Meal,Chicken Fries,Chicken,,,,,BCFFM,CF,CH,BCFFMCFCH
Grilled Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,GBCF,CF,CH,GBCFCFCH
Fried Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,FBCF,CF,CH,FBCFCFCH
Baked Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,BBCF,CF,CH,BBCFCFCH
Fresh Buffalo Chicken Fries,Chicken Fries,Chicken,,,,,FBCF,CF,CH,FBCFCFCH
Buffalo Chicken Fries Extra Crispy,Chicken Fries,Chicken,,,,,BCFEC,CF,CH,BCFECCFCH
Buffalo Chicken Fries No Mayo,Chicken Fries,Chicken,,,,,BCFNM,CF,CH,BCFNMCFCH
Buffalo Chicken Fries Extra Cheese,Chicken Fries,Chicken,,,,,BCFEC,CF,CH,BCFECCFCH
Buffalo Chicken Fries Spicy,Chicken Fries,Chicken,,,,,BCFS,CF,CH,BCFSCFCH
Buffalo Chicken Fries Mild,Chicken Fries,Chicken,,,,,BCFM,CF,CH,BCFMCFCH
Buffalo Chicken Fries BBQ,Chicken Fries,Chicken,,,,,BCFB,CF,CH,BCFBCFCH
4-piece Buffalo Chicken Fries Small,Chicken Fries,Chicken,,,,,4BCFS,CF,CH,4BCFSCFCH
6-piece Buffalo Chicken Fries Small,Chicken Fries,Chicken,,,,,6BCFS,CF,CH,6BCFSCFCH
4-piece Buffalo Chicken Fries Medium,Chicken Fries,Chicken,,,,,4BCFM,CF,CH,4BCFMCFCH
6-piece Buffalo Chicken Fries Medium,Chicken Fries,Chicken,,,,,6BCFM,CF,CH,6BCFMCFCH
4-piece Buffalo Chicken Fries Large,Chicken Fries,Chicken,,,,,4BCFL,CF,CH,4BCFLCFCH
6-piece Buffalo Chicken Fries Large,Chicken Fries,Chicken,,,,,6BCFL,CF,CH,6BCFLCFCH
Fiery Chicken Fries,Chicken Fries,Chicken,,,,,FCF,CF,CH,FCFCFCH
Fiery Chicken Fries Small,Chicken Fries,Chicken,,,,,FCFS,CF,CH,FCFSCFCH
Fiery Chicken Fries Medium,Chicken Fries,Chicken,,,,,FCFM,CF,CH,FCFMCFCH
Fiery Chicken Fries Large,Chicken Fries,Chicken,,,,,FCFL,CF,CH,FCFLCFCH
Fiery Chicken Fries Extra Large,Chicken Fries,Chicken,,,,,FCFEL,CF,CH,FCFELCFCH
Fiery Chicken Fries King Size,Chicken Fries,Chicken,,,,,FCFKS,CF,CH,FCFKSCFCH
Fiery Chicken Fries Family Size,Chicken Fries,Chicken,,,,,FCFFS,CF,CH,FCFFSCFCH
4-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,4FCF,CF,CH,4FCFCFCH
6-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,6FCF,CF,CH,6FCFCFCH
8-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,8FCF,CF,CH,8FCFCFCH
10-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,1FCF,CF,CH,1FCFCFCH
12-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,1FCF,CF,CH,1FCFCFCH
15-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,1FCF,CF,CH,1FCFCFCH
20-piece Fiery Chicken Fries,Chicken Fries,Chicken,,,,,2FCF,CF,CH,2FCFCFCH
Fiery Chicken Fries Combo,Chicken Fries,Chicken,,,,,FCFC,CF,CH,FCFCCFCH
Fiery Chicken Fries Value Meal,Chicken Fries,Chicken,,,,,FCFVM,CF,CH,FCFVMCFCH
Fiery Chicken Fries Deluxe Meal,Chicken Fries,Chicken,,,,,FCFDM,CF,CH,FCFDMCFCH
Fiery Chicken Fries Family Meal,Chicken Fries,Chicken,,,,,FCFFM,CF,CH,FCFFMCFCH
Grilled Fiery Chicken Fries,Chicken Fries,Chicken,,,,,GFCF,CF,CH,GFCFCFCH
Fried Fiery Chicken Fries,Chicken Fries,Chicken,,,,,FFCF,CF,CH,FFCFCFCH
Baked Fiery Chicken Fries,Chicken Fries,Chicken,,,,,BFCF,CF,CH,BFCFCFCH
Fresh Fiery Chicken Fries,Chicken Fries,Chicken,,,,,FFCF,CF,CH,FFCFCFCH
Fiery Chicken Fries Extra Crispy,Chicken Fries,Chicken,,,,,FCFEC,CF,CH,FCFECCFCH
Fiery Chicken Fries No Mayo,Chicken Fries,Chicken,,,,,FCFNM,CF,CH,FCFNMCFCH
Fiery Chicken Fries Extra Cheese,Chicken Fries,Chicken,,,,,FCFEC,CF,CH,FCFECCFCH
Fiery Chicken Fries Spicy,Chicken Fries,Chicken,,,,,FCFS,CF,CH,FCFSCFCH
Fiery Chicken Fries Mild,Chicken Fries,Chicken,,,,,FCFM,CF,CH,FCFMCFCH
Fiery Chicken Fries BBQ,Chicken Fries,Chicken,,,,,FCFB,CF,CH,FCFBCFCH
4-piece Fiery Chicken Fries Small,Chicken Fries,Chicken,,,,,4FCFS,CF,CH,4FCFSCFCH
6-piece Fiery Chicken Fries Small,Chicken Fries,Chicken,,,,,6FCFS,CF,CH,6FCFSCFCH
4-piece Fiery Chicken Fries Medium,Chicken Fries,Chicken,,,,,4FCFM,CF,CH,4FCFMCFCH
6-piece Fiery Chicken Fries Medium,Chicken Fries,Chicken,,,,,6FCFM,CF,CH,6FCFMCFCH
4-piece Fiery Chicken Fries Large,Chicken Fries,Chicken,,,,,4FCFL,CF,CH,4FCFLCFCH
6-piece Fiery Chicken Fries Large,Chicken Fries,Chicken,,,,,6FCFL,CF,CH,6FCFLCFCH
Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,ORFC,FC,CH,ORFCFCCH
Original Recipe Fried Chicken Small,Fried Chicken,Chicken,,,,,ORFCS,FC,CH,ORFCSFCCH
Original Recipe Fried Chicken Medium,Fried Chicken,Chicken,,,,,ORFCM,FC,CH,ORFCMFCCH
Original Recipe Fried Chicken Large,Fried Chicken,Chicken,,,,,ORFCL,FC,CH,ORFCLFCCH
Original Recipe Fried Chicken Extra Large,Fried Chicken,Chicken,,,,,ORFCEL,FC,CH,ORFCELFCCH
Original Recipe Fried Chicken King Size,Fried Chicken,Chicken,,,,,ORFCKS,FC,CH,ORFCKSFCCH
Original Recipe Fried Chicken Family Size,Fried Chicken,Chicken,,,,,ORFCFS,FC,CH,ORFCFSFCCH
4-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,4ORFC,FC,CH,4ORFCFCCH
6-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,6ORFC,FC,CH,6ORFCFCCH
8-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,8ORFC,FC,CH,8ORFCFCCH
10-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,1ORFC,FC,CH,1ORFCFCCH
12-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,1ORFC,FC,CH,1ORFCFCCH
15-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,1ORFC,FC,CH,1ORFCFCCH
20-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,2ORFC,FC,CH,2ORFCFCCH
Original Recipe Fried Chicken Combo,Fried Chicken,Chicken,,,,,ORFCC,FC,CH,ORFCCFCCH
Original Recipe Fried Chicken Value Meal,Fried Chicken,Chicken,,,,,ORFCVM,FC,CH,ORFCVMFCCH
Original Recipe Fried Chicken Deluxe Meal,Fried Chicken,Chicken,,,,,ORFCDM,FC,CH,ORFCDMFCCH
Original Recipe Fried Chicken Family Meal,Fried Chicken,Chicken,,,,,ORFCFM,FC,CH,ORFCFMFCCH
Grilled Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,GORFC,FC,CH,GORFCFCCH
Fried Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,FORFC,FC,CH,FORFCFCCH
Baked Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,BORFC,FC,CH,BORFCFCCH
Fresh Original Recipe Fried Chicken,Fried Chicken,Chicken,,,,,FORFC,FC,CH,FORFCFCCH
Original Recipe Fried Chicken Extra Crispy,Fried Chicken,Chicken,,,,,ORFCEC,FC,CH,ORFCECFCCH
Original Recipe Fried Chicken No Mayo,Fried Chicken,Chicken,,,,,ORFCNM,FC,CH,ORFCNMFCCH
Original Recipe Fried Chicken Extra Cheese,Fried Chicken,Chicken,,,,,ORFCEC,FC,CH,ORFCECFCCH
Original Recipe Fried Chicken Spicy,Fried Chicken,Chicken,,,,,ORFCS,FC,CH,ORFCSFCCH
Original Recipe Fried Chicken Mild,Fried Chicken,Chicken,,,,,ORFCM,FC,CH,ORFCMFCCH
Original Recipe Fried Chicken BBQ,Fried Chicken,Chicken,,,,,ORFCB,FC,CH,ORFCBFCCH
4-piece Original Recipe Fried Chicken Small,Fried Chicken,Chicken,,,,,4ORFCS,FC,CH,4ORFCSFCCH
6-piece Original Recipe Fried Chicken Small,Fried Chicken,Chicken,,,,,6ORFCS,FC,CH,6ORFCSFCCH
4-piece Original Recipe Fried Chicken Medium,Fried Chicken,Chicken,,,,,4ORFCM,FC,CH,4ORFCMFCCH
6-piece Original Recipe Fried Chicken Medium,Fried Chicken,Chicken,,,,,6ORFCM,FC,CH,6ORFCMFCCH
4-piece Original Recipe Fried Chicken Large,Fried Chicken,Chicken,,,,,4ORFCL,FC,CH,4ORFCLFCCH
6-piece Original Recipe Fried Chicken Large,Fried Chicken,Chicken,,,,,6ORFCL,FC,CH,6ORFCLFCCH
Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,H&SFC,FC,CH,H&SFCFCCH
Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,,,,,H&SFCS,FC,CH,H&SFCSFCCH
Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,,,,,H&SFCM,FC,CH,H&SFCMFCCH
Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,,,,,H&SFCL,FC,CH,H&SFCLFCCH
Hot & Spicy Fried Chicken Extra Large,Fried Chicken,Chicken,,,,,H&SFCEL,FC,CH,H&SFCELFCCH
Hot & Spicy Fried Chicken King Size,Fried Chicken,Chicken,,,,,H&SFCKS,FC,CH,H&SFCKSFCCH
Hot & Spicy Fried Chicken Family Size,Fried Chicken,Chicken,,,,,H&SFCFS,FC,CH,H&SFCFSFCCH
4-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,4H&SFC,FC,CH,4H&SFCFCCH
6-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,6H&SFC,FC,CH,6H&SFCFCCH
8-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,8H&SFC,FC,CH,8H&SFCFCCH
10-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,1H&SFC,FC,CH,1H&SFCFCCH
12-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,1H&SFC,FC,CH,1H&SFCFCCH
15-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,1H&SFC,FC,CH,1H&SFCFCCH
20-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,2H&SFC,FC,CH,2H&SFCFCCH
Hot & Spicy Fried Chicken Combo,Fried Chicken,Chicken,,,,,H&SFCC,FC,CH,H&SFCCFCCH
Hot & Spicy Fried Chicken Value Meal,Fried Chicken,Chicken,,,,,H&SFCVM,FC,CH,H&SFCVMFCCH
Hot & Spicy Fried Chicken Deluxe Meal,Fried Chicken,Chicken,,,,,H&SFCDM,FC,CH,H&SFCDMFCCH
Hot & Spicy Fried Chicken Family Meal,Fried Chicken,Chicken,,,,,H&SFCFM,FC,CH,H&SFCFMFCCH
Grilled Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,GH&SFC,FC,CH,GH&SFCFCCH
Fried Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,FH&SFC,FC,CH,FH&SFCFCCH
Baked Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,BH&SFC,FC,CH,BH&SFCFCCH
Fresh Hot & Spicy Fried Chicken,Fried Chicken,Chicken,,,,,FH&SFC,FC,CH,FH&SFCFCCH
Hot & Spicy Fried Chicken Extra Crispy,Fried Chicken,Chicken,,,,,H&SFCEC,FC,CH,H&SFCECFCCH
Hot & Spicy Fried Chicken No Mayo,Fried Chicken,Chicken,,,,,H&SFCNM,FC,CH,H&SFCNMFCCH
Hot & Spicy Fried Chicken Extra Cheese,Fried Chicken,Chicken,,,,,H&SFCEC,FC,CH,H&SFCECFCCH
Hot & Spicy Fried Chicken Spicy,Fried Chicken,Chicken,,,,,H&SFCS,FC,CH,H&SFCSFCCH
Hot & Spicy Fried Chicken Mild,Fried Chicken,Chicken,,,,,H&SFCM,FC,CH,H&SFCMFCCH
Hot & Spicy Fried Chicken BBQ,Fried Chicken,Chicken,,,,,H&SFCB,FC,CH,H&SFCBFCCH
4-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,,,,,4H&SFCS,FC,CH,4H&SFCSFCCH
6-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,,,,,6H&SFCS,FC,CH,6H&SFCSFCCH
4-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,,,,,4H&SFCM,FC,CH,4H&SFCMFCCH
6-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,,,,,6H&SFCM,FC,CH,6H&SFCMFCCH
4-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,,,,,4H&SFCL,FC,CH,4H&SFCLFCCH
6-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,,,,,6H&SFCL,FC,CH,6H&SFCLFCCH
Zinger Fried Chicken,Fried Chicken,Chicken,,,,,ZFC,FC,CH,ZFCFCCH
Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,ZFCS,FC,CH,ZFCSFCCH
Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,ZFCM,FC,CH,ZFCMFCCH
Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,ZFCL,FC,CH,ZFCLFCCH
Zinger Fried Chicken Extra Large,Fried Chicken,Chicken,,,,,ZFCEL,FC,CH,ZFCELFCCH
Zinger Fried Chicken King Size,Fried Chicken,Chicken,,,,,ZFCKS,FC,CH,ZFCKSFCCH
Zinger Fried Chicken Family Size,Fried Chicken,Chicken,,,,,ZFCFS,FC,CH,ZFCFSFCCH
4-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,4ZFC,FC,CH,4ZFCFCCH
6-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,6ZFC,FC,CH,6ZFCFCCH
8-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,8ZFC,FC,CH,8ZFCFCCH
10-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,1ZFC,FC,CH,1ZFCFCCH
12-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,1ZFC,FC,CH,1ZFCFCCH
15-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,1ZFC,FC,CH,1ZFCFCCH
20-piece Zinger Fried Chicken,Fried Chicken,Chicken,,,,,2ZFC,FC,CH,2ZFCFCCH
Zinger Fried Chicken Combo,Fried Chicken,Chicken,,,,,ZFCC,FC,CH,ZFCCFCCH
Zinger Fried Chicken Value Meal,Fried Chicken,Chicken,,,,,ZFCVM,FC,CH,ZFCVMFCCH
Zinger Fried Chicken Deluxe Meal,Fried Chicken,Chicken,,,,,ZFCDM,FC,CH,ZFCDMFCCH
Zinger Fried Chicken Family Meal,Fried Chicken,Chicken,,,,,ZFCFM,FC,CH,ZFCFMFCCH
Grilled Zinger Fried Chicken,Fried Chicken,Chicken,,,,,GZFC,FC,CH,GZFCFCCH
Fried Zinger Fried Chicken,Fried Chicken,Chicken,,,,,FZFC,FC,CH,FZFCFCCH
Baked Zinger Fried Chicken,Fried Chicken,Chicken,,,,,BZFC,FC,CH,BZFCFCCH
Fresh Zinger Fried Chicken,Fried Chicken,Chicken,,,,,FZFC,FC,CH,FZFCFCCH
Zinger Fried Chicken Extra Crispy,Fried Chicken,Chicken,,,,,ZFCEC,FC,CH,ZFCECFCCH
Zinger Fried Chicken No Mayo,Fried Chicken,Chicken,,,,,ZFCNM,FC,CH,ZFCNMFCCH
Zinger Fried Chicken Extra Cheese,Fried Chicken,Chicken,,,,,ZFCEC,FC,CH,ZFCECFCCH
Zinger Fried Chicken Spicy,Fried Chicken,Chicken,,,,,ZFCS,FC,CH,ZFCSFCCH
Zinger Fried Chicken Mild,Fried Chicken,Chicken,,,,,ZFCM,FC,CH,ZFCMFCCH
Zinger Fried Chicken BBQ,Fried Chicken,Chicken,,,,,ZFCB,FC,CH,ZFCBFCCH
4-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,4ZFCS,FC,CH,4ZFCSFCCH
6-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,,,,,6ZFCS,FC,CH,6ZFCSFCCH
4-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,4ZFCM,FC,CH,4ZFCMFCCH
6-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,,,,,6ZFCM,FC,CH,6ZFCMFCCH
4-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,4ZFCL,FC,CH,4ZFCLFCCH
6-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,,,,,6ZFCL,FC,CH,6ZFCLFCCH
Zinger Chicken Burger,Chicken Burger,Chicken,,,,,ZCB,CB,CH,ZCBCBCH
Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,ZCBS,CB,CH,ZCBSCBCH
Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,ZCBM,CB,CH,ZCBMCBCH
Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,ZCBL,CB,CH,ZCBLCBCH
Zinger Chicken Burger Extra Large,Chicken Burger,Chicken,,,,,ZCBEL,CB,CH,ZCBELCBCH
Zinger Chicken Burger King Size,Chicken Burger,Chicken,,,,,ZCBKS,CB,CH,ZCBKSCBCH
Zinger Chicken Burger Family Size,Chicken Burger,Chicken,,,,,ZCBFS,CB,CH,ZCBFSCBCH
4-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,4ZCB,CB,CH,4ZCBCBCH
6-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,6ZCB,CB,CH,6ZCBCBCH
8-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,8ZCB,CB,CH,8ZCBCBCH
10-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,1ZCB,CB,CH,1ZCBCBCH
12-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,1ZCB,CB,CH,1ZCBCBCH
15-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,1ZCB,CB,CH,1ZCBCBCH
20-piece Zinger Chicken Burger,Chicken Burger,Chicken,,,,,2ZCB,CB,CH,2ZCBCBCH
Zinger Chicken Burger Combo,Chicken Burger,Chicken,,,,,ZCBC,CB,CH,ZCBCCBCH
Zinger Chicken Burger Value Meal,Chicken Burger,Chicken,,,,,ZCBVM,CB,CH,ZCBVMCBCH
Zinger Chicken Burger Deluxe Meal,Chicken Burger,Chicken,,,,,ZCBDM,CB,CH,ZCBDMCBCH
Zinger Chicken Burger Family Meal,Chicken Burger,Chicken,,,,,ZCBFM,CB,CH,ZCBFMCBCH
Grilled Zinger Chicken Burger,Chicken Burger,Chicken,,,,,GZCB,CB,CH,GZCBCBCH
Fried Zinger Chicken Burger,Chicken Burger,Chicken,,,,,FZCB,CB,CH,FZCBCBCH
Baked Zinger Chicken Burger,Chicken Burger,Chicken,,,,,BZCB,CB,CH,BZCBCBCH
Fresh Zinger Chicken Burger,Chicken Burger,Chicken,,,,,FZCB,CB,CH,FZCBCBCH
Zinger Chicken Burger Extra Crispy,Chicken Burger,Chicken,,,,,ZCBEC,CB,CH,ZCBECCBCH
Zinger Chicken Burger No Mayo,Chicken Burger,Chicken,,,,,ZCBNM,CB,CH,ZCBNMCBCH
Zinger Chicken Burger Extra Cheese,Chicken Burger,Chicken,,,,,ZCBEC,CB,CH,ZCBECCBCH
Zinger Chicken Burger Spicy,Chicken Burger,Chicken,,,,,ZCBS,CB,CH,ZCBSCBCH
Zinger Chicken Burger Mild,Chicken Burger,Chicken,,,,,ZCBM,CB,CH,ZCBMCBCH
Zinger Chicken Burger BBQ,Chicken Burger,Chicken,,,,,ZCBB,CB,CH,ZCBBCBCH
4-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,4ZCBS,CB,CH,4ZCBSCBCH
6-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,,,,,6ZCBS,CB,CH,6ZCBSCBCH
4-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,4ZCBM,CB,CH,4ZCBMCBCH
6-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,,,,,6ZCBM,CB,CH,6ZCBMCBCH
4-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,4ZCBL,CB,CH,4ZCBLCBCH
6-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,,,,,6ZCBL,CB,CH,6ZCBLCBCH
Fillet Chicken Burger,Chicken Burger,Chicken,,,,,FCB,CB,CH,FCBCBCH
Fillet Chicken Burger Small,Chicken Burger,Chicken,,,,,FCBS,CB,CH,FCBSCBCH
Fillet Chicken Burger Medium,Chicken Burger,Chicken,,,,,FCBM,CB,CH,FCBMCBCH
Fillet Chicken Burger Large,Chicken Burger,Chicken,,,,,FCBL,CB,CH,FCBLCBCH
Fillet Chicken Burger Extra Large,Chicken Burger,Chicken,,,,,FCBEL,CB,CH,FCBELCBCH
Fillet Chicken Burger King Size,Chicken Burger,Chicken,,,,,FCBKS,CB,CH,FCBKSCBCH
Fillet Chicken Burger Family Size,Chicken Burger,Chicken,,,,,FCBFS,CB,CH,FCBFSCBCH
4-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,4FCB,CB,CH,4FCBCBCH
6-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,6FCB,CB,CH,6FCBCBCH
8-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,8FCB,CB,CH,8FCBCBCH
10-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,1FCB,CB,CH,1FCBCBCH
12-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,1FCB,CB,CH,1FCBCBCH
15-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,1FCB,CB,CH,1FCBCBCH
20-piece Fillet Chicken Burger,Chicken Burger,Chicken,,,,,2FCB,CB,CH,2FCBCBCH
Fillet Chicken Burger Combo,Chicken Burger,Chicken,,,,,FCBC,CB,CH,FCBCCBCH
Fillet Chicken Burger Value Meal,Chicken Burger,Chicken,,,,,FCBVM,CB,CH,FCBVMCBCH
Fillet Chicken Burger Deluxe Meal,Chicken Burger,Chicken,,,,,FCBDM,CB,CH,FCBDMCBCH
Fillet Chicken Burger Family Meal,Chicken Burger,Chicken,,,,,FCBFM,CB,CH,FCBFMCBCH
Grilled Fillet Chicken Burger,Chicken Burger,Chicken,,,,,GFCB,CB,CH,GFCBCBCH
