menu_item,category_item,class_item,month,year,month,year
6-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
8-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
10-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
12-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
15-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
20-piece Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Combo,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Value Meal,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Deluxe Meal,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Family Meal,Fried Chicken,Chicken,1,2010,2,2010
Grilled Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fried Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Baked Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fresh Original Recipe Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Extra Crispy,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken No Mayo,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Extra Cheese,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Spicy,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken Mild,Fried Chicken,Chicken,1,2010,2,2010
Original Recipe Fried Chicken BBQ,Fried Chicken,Chicken,1,2010,2,2010
4-piece Original Recipe Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
6-piece Original Recipe Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
4-piece Original Recipe Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
6-piece Original Recipe Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
4-piece Original Recipe Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
6-piece Original Recipe Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Extra Large,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken King Size,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Family Size,Fried Chicken,Chicken,1,2010,2,2010
4-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
6-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
8-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
10-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
12-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
15-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
20-piece Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Combo,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Value Meal,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Deluxe Meal,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Family Meal,Fried Chicken,Chicken,1,2010,2,2010
Grilled Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fried Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Baked Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fresh Hot & Spicy Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Extra Crispy,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken No Mayo,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Extra Cheese,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Spicy,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken Mild,Fried Chicken,Chicken,1,2010,2,2010
Hot & Spicy Fried Chicken BBQ,Fried Chicken,Chicken,1,2010,2,2010
4-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
6-piece Hot & Spicy Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
4-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
6-piece Hot & Spicy Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
4-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
6-piece Hot & Spicy Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Extra Large,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken King Size,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Family Size,Fried Chicken,Chicken,1,2010,2,2010
4-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
6-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
8-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
10-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
12-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
15-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
20-piece Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Combo,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Value Meal,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Deluxe Meal,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Family Meal,Fried Chicken,Chicken,1,2010,2,2010
Grilled Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fried Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Baked Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Fresh Zinger Fried Chicken,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Extra Crispy,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken No Mayo,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Extra Cheese,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Spicy,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken Mild,Fried Chicken,Chicken,1,2010,2,2010
Zinger Fried Chicken BBQ,Fried Chicken,Chicken,1,2010,2,2010
4-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
6-piece Zinger Fried Chicken Small,Fried Chicken,Chicken,1,2010,2,2010
4-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
6-piece Zinger Fried Chicken Medium,Fried Chicken,Chicken,1,2010,2,2010
4-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
6-piece Zinger Fried Chicken Large,Fried Chicken,Chicken,1,2010,2,2010
Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Extra Large,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger King Size,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Family Size,Chicken Burger,Chicken,1,2010,2,2010
4-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
6-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
8-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
10-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
12-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
15-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
20-piece Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Combo,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Value Meal,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Deluxe Meal,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Family Meal,Chicken Burger,Chicken,1,2010,2,2010
Grilled Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fried Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Baked Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fresh Zinger Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Extra Crispy,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger No Mayo,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Extra Cheese,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Spicy,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger Mild,Chicken Burger,Chicken,1,2010,2,2010
Zinger Chicken Burger BBQ,Chicken Burger,Chicken,1,2010,2,2010
4-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
6-piece Zinger Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
4-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
6-piece Zinger Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
4-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
6-piece Zinger Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Extra Large,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger King Size,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Family Size,Chicken Burger,Chicken,1,2010,2,2010
4-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
6-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
8-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
10-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
12-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
15-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
20-piece Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Combo,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Value Meal,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Deluxe Meal,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Family Meal,Chicken Burger,Chicken,1,2010,2,2010
Grilled Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fried Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Baked Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fresh Fillet Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Extra Crispy,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger No Mayo,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Extra Cheese,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Spicy,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger Mild,Chicken Burger,Chicken,1,2010,2,2010
Fillet Chicken Burger BBQ,Chicken Burger,Chicken,1,2010,2,2010
4-piece Fillet Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
6-piece Fillet Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
4-piece Fillet Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
6-piece Fillet Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
4-piece Fillet Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
6-piece Fillet Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Extra Large,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger King Size,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Family Size,Chicken Burger,Chicken,1,2010,2,2010
4-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
6-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
8-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
10-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
12-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
15-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
20-piece Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Combo,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Value Meal,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Deluxe Meal,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Family Meal,Chicken Burger,Chicken,1,2010,2,2010
Grilled Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fried Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Baked Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Fresh Tower Chicken Burger,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Extra Crispy,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger No Mayo,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Extra Cheese,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Spicy,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger Mild,Chicken Burger,Chicken,1,2010,2,2010
Tower Chicken Burger BBQ,Chicken Burger,Chicken,1,2010,2,2010
4-piece Tower Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
6-piece Tower Chicken Burger Small,Chicken Burger,Chicken,1,2010,2,2010
4-piece Tower Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
6-piece Tower Chicken Burger Medium,Chicken Burger,Chicken,1,2010,2,2010
4-piece Tower Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
6-piece Tower Chicken Burger Large,Chicken Burger,Chicken,1,2010,2,2010
Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Small,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Medium,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Large,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Extra Large,Wings,Chicken,1,2010,2,2010
Hot Wings Wings King Size,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Family Size,Wings,Chicken,1,2010,2,2010
4-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
6-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
8-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
10-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
12-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
15-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
20-piece Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Combo,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Value Meal,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Deluxe Meal,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Family Meal,Wings,Chicken,1,2010,2,2010
Grilled Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Fried Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Baked Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Fresh Hot Wings Wings,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Extra Crispy,Wings,Chicken,1,2010,2,2010
Hot Wings Wings No Mayo,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Extra Cheese,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Spicy,Wings,Chicken,1,2010,2,2010
Hot Wings Wings Mild,Wings,Chicken,1,2010,2,2010
Hot Wings Wings BBQ,Wings,Chicken,1,2010,2,2010
4-piece Hot Wings Wings Small,Wings,Chicken,1,2010,2,2010
6-piece Hot Wings Wings Small,Wings,Chicken,1,2010,2,2010
4-piece Hot Wings Wings Medium,Wings,Chicken,1,2010,2,2010
6-piece Hot Wings Wings Medium,Wings,Chicken,1,2010,2,2010
4-piece Hot Wings Wings Large,Wings,Chicken,1,2010,2,2010
6-piece Hot Wings Wings Large,Wings,Chicken,1,2010,2,2010
Boneless Wings,Wings,Chicken,1,2010,2,2010
Boneless Wings Small,Wings,Chicken,1,2010,2,2010
Boneless Wings Medium,Wings,Chicken,1,2010,2,2010
Boneless Wings Large,Wings,Chicken,1,2010,2,2010
Boneless Wings Extra Large,Wings,Chicken,1,2010,2,2010
Boneless Wings King Size,Wings,Chicken,1,2010,2,2010
Boneless Wings Family Size,Wings,Chicken,1,2010,2,2010
4-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
6-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
8-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
10-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
12-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
15-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
20-piece Boneless Wings,Wings,Chicken,1,2010,2,2010
Boneless Wings Combo,Wings,Chicken,1,2010,2,2010
Boneless Wings Value Meal,Wings,Chicken,1,2010,2,2010
Boneless Wings Deluxe Meal,Wings,Chicken,1,2010,2,2010
Boneless Wings Family Meal,Wings,Chicken,1,2010,2,2010
Grilled Boneless Wings,Wings,Chicken,1,2010,2,2010
Fried Boneless Wings,Wings,Chicken,1,2010,2,2010
Baked Boneless Wings,Wings,Chicken,1,2010,2,2010
Fresh Boneless Wings,Wings,Chicken,1,2010,2,2010
Boneless Wings Extra Crispy,Wings,Chicken,1,2010,2,2010
Boneless Wings No Mayo,Wings,Chicken,1,2010,2,2010
Boneless Wings Extra Cheese,Wings,Chicken,1,2010,2,2010
Boneless Wings Spicy,Wings,Chicken,1,2010,2,2010
Boneless Wings Mild,Wings,Chicken,1,2010,2,2010
Boneless Wings BBQ,Wings,Chicken,1,2010,2,2010
4-piece Boneless Wings Small,Wings,Chicken,1,2010,2,2010
6-piece Boneless Wings Small,Wings,Chicken,1,2010,2,2010
4-piece Boneless Wings Medium,Wings,Chicken,1,2010,2,2010
6-piece Boneless Wings Medium,Wings,Chicken,1,2010,2,2010
4-piece Boneless Wings Large,Wings,Chicken,1,2010,2,2010
6-piece Boneless Wings Large,Wings,Chicken,1,2010,2,2010
Drumettes Wings,Wings,Chicken,1,2010,2,2010
Drumettes Wings Small,Wings,Chicken,1,2010,2,2010
Drumettes Wings Medium,Wings,Chicken,1,2010,2,2010
Drumettes Wings Large,Wings,Chicken,1,2010,2,2010
Drumettes Wings Extra Large,Wings,Chicken,1,2010,2,2010
Drumettes Wings King Size,Wings,Chicken,1,2010,2,2010
Drumettes Wings Family Size,Wings,Chicken,1,2010,2,2010
4-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
6-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
8-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
10-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
12-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
15-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
20-piece Drumettes Wings,Wings,Chicken,1,2010,2,2010
Drumettes Wings Combo,Wings,Chicken,1,2010,2,2010
Drumettes Wings Value Meal,Wings,Chicken,1,2010,2,2010
Drumettes Wings Deluxe Meal,Wings,Chicken,1,2010,2,2010
Drumettes Wings Family Meal,Wings,Chicken,1,2010,2,2010
Grilled Drumettes Wings,Wings,Chicken,1,2010,2,2010
Fried Drumettes Wings,Wings,Chicken,1,2010,2,2010
Baked Drumettes Wings,Wings,Chicken,1,2010,2,2010
Fresh Drumettes Wings,Wings,Chicken,1,2010,2,2010
Drumettes Wings Extra Crispy,Wings,Chicken,1,2010,2,2010
Drumettes Wings No Mayo,Wings,Chicken,1,2010,2,2010
Drumettes Wings Extra Cheese,Wings,Chicken,1,2010,2,2010
Drumettes Wings Spicy,Wings,Chicken,1,2010,2,2010
Drumettes Wings Mild,Wings,Chicken,1,2010,2,2010
Drumettes Wings BBQ,Wings,Chicken,1,2010,2,2010
4-piece Drumettes Wings Small,Wings,Chicken,1,2010,2,2010
6-piece Drumettes Wings Small,Wings,Chicken,1,2010,2,2010
4-piece Drumettes Wings Medium,Wings,Chicken,1,2010,2,2010
6-piece Drumettes Wings Medium,Wings,Chicken,1,2010,2,2010
4-piece Drumettes Wings Large,Wings,Chicken,1,2010,2,2010
6-piece Drumettes Wings Large,Wings,Chicken,1,2010,2,2010
Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Small,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Medium,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Large,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Extra Large,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken King Size,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Family Size,Popcorn Chicken,Chicken,1,2010,2,2010
4-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
6-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
8-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
10-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
12-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
15-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
20-piece Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Combo,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Value Meal,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Deluxe Meal,Popcorn Chicken,Chicken,1,2010,2,2010
Regular Popcorn Chicken Family Meal,Popcorn Chicken,Chicken,1,2010,2,2010
Grilled Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
Fried Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
Baked Regular Popcorn Chicken,Popcorn Chicken,Chicken,1,2010,2,2010
